Game Name,Genre,Gender Preference,Rating,Release Year,Size,Platform
F1 22,Vehicle,Both,3.1,2022,133GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Carmageddon,Vehicle,Female,4.2,1997,6849MB,"PC, iOS, Android, PlayStation, Nintendo 64, Game Boy Color, Classic Macintosh"
Nimbus,Vehicle,Female,3.0,2010,2451MB,PC
Endless World,Vehicle,Male,2.8,Unknown,6699MB,PC
MotoGP 15,Vehicle,Female,2.9,2015,3694MB,"PC, Xbox 360, PlayStation 3"
Death Track: Resurrection,Vehicle,Both,1.8,2009,6315MB,"PC, PlayStation 3"
RACE - The WTCC Game,Vehicle,Female,3.3,2006,4317MB,PC
BallisticNG,Vehicle,Female,3.6,2016,5880MB,"PC, macOS"
Tales Runner,Vehicle,Male,2.0,2015,1942MB,PC
TrackMania² Valley,Vehicle,Female,3.6,2013,87GB,PC
Crash Drive 2,Vehicle,Female,2.5,2013,112GB,"PC, Nintendo Switch, iOS, macOS, Linux"
Gravel,Vehicle,Male,3.1,2018,41GB,"PC, Xbox One, PlayStation 4"
Road Madness,Vehicle,Female,1.9,2016,73GB,PC
Hard Truck: Apocalypse - Arcade,Vehicle,Both,1.8,2007,102GB,PC
DUCATI - 90th Anniversary,Vehicle,Male,2.6,2016,17GB,"PC, Xbox One, PlayStation 4"
InCell VR,Vehicle,Male,2.9,2015,118GB,"PC, iOS, macOS, Linux"
WRC 4 FIA World Rally Championship,Vehicle,Female,3.3,2013,1419MB,"PC, PlayStation 3, PS Vita"
F1 2014,Vehicle,Male,3.7,2014,7285MB,"PC, Xbox 360, PlayStation 3"
Stuntman: Ignition,Vehicle,Both,3.3,2010,44GB,"Xbox One, Xbox 360, PlayStation 3, PlayStation 2"
Burnout 3: Takedown,Vehicle,Female,4.4,2004,5310MB,"Xbox 360, Xbox, PlayStation 2"
RACE: Caterham Expansion,Vehicle,Male,0.0,2007,7149MB,PC
MotoGP 13,Vehicle,Male,2.6,2013,2902MB,"PC, PlayStation 3, PS Vita"
Monster Truck Destruction,Vehicle,Female,0.0,2012,67GB,"PC, iOS, Android, macOS"
Gladiator Trainer,Vehicle,Male,1.0,2016,6787MB,PC
STANDBY,Vehicle,Both,2.9,2017,5796MB,"PC, Nintendo Switch, macOS"
VirZOOM Arcade,Vehicle,Male,1.7,2016,47GB,"PC, PlayStation 4"
Project CARS 3,Vehicle,Male,3.1,2020,5GB,"PC, Xbox One, PlayStation 4"
RIDE,Vehicle,Male,3.0,2015,1841MB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
Disney Speedstorm,Vehicle,Male,3.3,2023,3741MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Trackmania United Forever Star Edition,Vehicle,Female,4.3,2008,41GB,PC
RACE On,Vehicle,Male,4.0,2009,7126MB,PC
Need for Speed: High Stakes,Vehicle,Female,4.1,1999,19GB,"PC, PlayStation"
Runbow,Vehicle,Both,3.2,2015,2331MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, Wii U"
Excitebike,Vehicle,Male,3.9,1984,132GB,"Nintendo Switch, Nintendo 3DS, Wii U, Wii, Game Boy Advance, NES"
Riptide GP: Renegade,Vehicle,Female,3.2,2016,147GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android"
Dyad,Vehicle,Both,2.8,2012,3463MB,"PC, PlayStation 3"
OCEAN CITY RACING: Redux,Vehicle,Male,1.5,2014,6250MB,PC
GROOVY,Vehicle,Both,1.7,2016,133GB,"PC, Linux"
Micro Machines World Series,Vehicle,Female,2.9,2017,91GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
The Next Penelope,Vehicle,Female,3.2,2015,86GB,"PC, Nintendo Switch, macOS"
Mashed: Drive to Survive,Vehicle,Male,3.7,2004,61GB,"PC, Xbox, PlayStation 2"
rFactor 2,Vehicle,Female,3.8,2015,116GB,PC
TRON RUN/r,Vehicle,Both,2.9,2016,46GB,"PC, Xbox One, PlayStation 4"
Truck Racer,Vehicle,Female,2.2,2013,6429MB,"PC, Android, Xbox 360, PlayStation 3"
Disney•Pixar Cars,Vehicle,Female,3.9,2006,111GB,"PC, Xbox 360, Xbox, PlayStation 2, PSP, Wii, GameCube"
NASCAR Heat 5,Vehicle,Both,3.2,2020,3419MB,"PC, Xbox One, PlayStation 4"
Supermarket Shriek,Vehicle,Female,2.8,2019,4444MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Need for Speed 2,Vehicle,Both,4.1,1997,95GB,"PC, PlayStation"
WRC 8 FIA World Rally Championship,Vehicle,Both,3.2,2019,97GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Sébastien Loeb Rally EVO,Vehicle,Female,2.8,2016,108GB,"PC, Xbox One, PlayStation 4"
Dog Sled Saga,Vehicle,Male,3.1,2016,137GB,"PC, iOS, Android, macOS, Linux"
iO,Vehicle,Both,2.4,2014,129GB,"PC, Xbox One, PlayStation 4, macOS, Linux, PS Vita"
STAR WARS: Episode I Racer,Vehicle,Female,4.1,1999,113GB,"PC, PlayStation, Nintendo 64, Game Boy Color, Classic Macintosh, Dreamcast"
Marbles on Stream,Vehicle,Male,3.5,2019,3579MB,PC
Automobilista 2,Vehicle,Female,3.6,2020,70GB,PC
Music Racer,Vehicle,Male,3.2,2018,1985MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android"
Badland Bandits,Vehicle,Male,0.0,2015,7GB,"PC, macOS, Linux"
TT Isle of Man,Vehicle,Male,2.9,2018,115GB,"PC, Xbox One, Nintendo Switch"
True Crime: Streets of LA,Vehicle,Both,3.7,2003,4669MB,"PC, Xbox, PlayStation 2, GameCube, Classic Macintosh"
Gran Turismo 2,Vehicle,Female,4.4,1999,138GB,"PlayStation, Dreamcast"
JDM Tuner Racing,Vehicle,Female,1.5,2016,2678MB,"PC, iOS"
Dub Dash,Vehicle,Both,2.4,2015,126GB,"PC, iOS, Android, macOS"
Trials 2: Second Edition,Vehicle,Male,3.4,2008,111GB,PC
Midway Arcade Origins,Vehicle,Both,2.9,2012,4745MB,"Xbox One, Xbox 360, PlayStation 3"
Need for Speed World,Vehicle,Both,3.0,2010,98GB,PC
Zombie Driver,Vehicle,Female,2.9,2009,6771MB,"PC, Nintendo Switch, PlayStation 3"
Gran Turismo,Vehicle,Male,4.3,1997,1991MB,PlayStation
Ragnarock,Vehicle,Both,3.1,2020,124GB,PC
Turbo Golf Racing,Vehicle,Both,0.0,2022,6GB,PC
RC Cars,Vehicle,Male,3.2,2002,63GB,PC
Clutch,Vehicle,Both,2.5,2009,149GB,PC
Motorama,Vehicle,Female,0.0,2014,2272MB,PC
Hard Truck 2: King of the Road,Vehicle,Both,4.3,2001,12GB,PC
Bro Falls: Ultimate Showdown,Vehicle,Male,2.6,2021,37GB,PC
Fireburst,Vehicle,Female,2.1,2012,140GB,"PC, Xbox 360, PlayStation 3"
T.E.C. 3001,Vehicle,Male,3.0,2014,98GB,"PC, macOS, Linux"
NASCAR Heat 4,Vehicle,Male,2.9,2019,48GB,"PC, Xbox One, PlayStation 4"
Crash Time 3,Vehicle,Male,3.2,2009,3365MB,PC
GTR 2 FIA GT Racing Game,Vehicle,Male,4.0,2012,93GB,PC
Lethal Brutal Racing,Vehicle,Both,1.8,2016,6230MB,PC
Race.a.bit,Vehicle,Female,0.0,2016,5432MB,"PC, Android, macOS, Linux"
Iron Madness,Vehicle,Female,0.0,2016,38GB,"PC, macOS"
Train Sim World 2,Vehicle,Both,3.6,2020,3639MB,"PC, Xbox One, PlayStation 4"
Farm Machines Championships 2014,Vehicle,Both,0.0,2014,7423MB,PC
Racecraft,Vehicle,Female,0.0,2016,85GB,PC
Sprint Vector,Vehicle,Male,3.5,2018,2386MB,"PC, PlayStation 4"
Inertial Drift: Sunset Prologue,Vehicle,Both,2.8,2020,130GB,PC
Twisted Metal: Black,Vehicle,Male,3.8,2001,4810MB,"PlayStation 4, PlayStation 3, PlayStation 2"
GTR - FIA GT Racing Game,Vehicle,Both,0.0,2012,6014MB,PC
D.I.P.R.I.P. Warm Up,Vehicle,Female,0.0,2008,6723MB,PC
A.I.M. Racing,Vehicle,Female,2.8,2007,6469MB,PC
Automobilista,Vehicle,Female,4.1,2016,49GB,PC
Re-Volt,Vehicle,Both,4.2,1999,5255MB,"PC, iOS, Android, PlayStation, Nintendo 64, Dreamcast"
Redline,Vehicle,Both,2.9,1999,3920MB,PC
LocoSoccer,Vehicle,Female,0.0,2015,572MB,"PC, macOS, Linux"
MadOut BIG City,Vehicle,Female,2.7,2017,54GB,"PC, macOS, Linux"
Quantum Rush Champions,Vehicle,Female,0.0,2014,14GB,PC
The Long Drive,Vehicle,Male,4.0,2019,3078MB,"PC, macOS, Linux"
LEGO 2K Drive,Vehicle,Female,2.9,2023,20GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
The Need for Speed,Vehicle,Male,3.8,1994,2652MB,"PC, PlayStation, SEGA Saturn, 3DO"
Metal Drift,Vehicle,Female,2.2,2009,7272MB,PC
Riding Club Championships,Vehicle,Male,2.9,2016,6439MB,"PC, macOS"
Grand Theft Auto V Enhanced,Vehicle,Both,0.0,Unknown,3916MB,PC
The Drone Racing League: High Voltage,Vehicle,Both,2.2,2017,4420MB,"PC, macOS"
Driver 2,Vehicle,Both,4.1,2000,6022MB,PlayStation
Star Wars: Racer Revenge,Vehicle,Female,2.9,2015,78GB,"PlayStation 4, PlayStation 2"
SQUAKE,Vehicle,Both,1.6,2017,3750MB,"PC, macOS"
Gran Turismo 4,Vehicle,Both,4.4,2004,114GB,PlayStation 2
rFactor,Vehicle,Male,0.0,2005,43GB,PC
Skyreach,Vehicle,Both,0.0,2016,4953MB,PC
Trail Out,Vehicle,Male,3.5,2022,6391MB,PC
DAYTONA USA,Vehicle,Male,4.1,1996,7116MB,"PC, Xbox 360, PlayStation 3, SEGA Saturn"
KartRider: Drift Closed Beta,Vehicle,Male,0.0,2021,1838MB,"PC, macOS"
Impulse of War,Vehicle,Male,2.1,2017,61GB,PC
Motorcycle Club,Vehicle,Female,2.1,2014,1394MB,"PC, PlayStation 4, PlayStation 3"
Zoop! - Hunter's Grimm,Vehicle,Both,2.2,2017,6GB,PC
Mad Tracks,Vehicle,Male,3.3,2006,6627MB,"PC, Xbox 360"
Twisted Metal 2,Vehicle,Male,4.2,1996,5913MB,"PC, PlayStation"
MegaRace 2,Vehicle,Both,3.4,1996,127GB,"PC, macOS"
Moto Racer Collection,Vehicle,Male,0.0,2014,5250MB,PC
Krautscape,Vehicle,Male,2.5,2016,3693MB,"PC, macOS, Linux"
Jak X: Combat Racing,Vehicle,Male,4.0,2005,6786MB,"PlayStation 4, PlayStation 2"
Barro 2020,Vehicle,Female,1.9,2019,3623MB,PC
Wrecked,Vehicle,Female,2.3,2015,75GB,"PC, iOS, macOS, Linux"
Xpand Rally Xtreme,Vehicle,Male,2.7,2008,133GB,PC
Barro F,Vehicle,Male,1.9,2020,145GB,PC
MotoGP 14,Vehicle,Both,2.7,2014,139GB,"PC, PlayStation 4, Xbox 360, PlayStation 3, PS Vita"
Colin McRae Rally 2.0,Vehicle,Both,4.2,2000,99GB,"PC, PlayStation, Game Boy Advance"
Xpand Rally,Vehicle,Female,2.9,2006,6613MB,PC
Homebrew - Vehicle Sandbox,Vehicle,Female,3.6,2014,139GB,PC
TrackMania (2020),Vehicle,Male,3.6,2020,1511MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Mad Riders,Vehicle,Female,3.1,2012,146GB,"PC, Xbox 360, PlayStation 3"
Ford Racing 3,Vehicle,Female,3.2,2005,118GB,"PC, Nintendo DS"
Blueshift,Vehicle,Male,0.0,2016,142GB,PC
FLASHOUT 2,Vehicle,Both,2.4,2014,11GB,"PC, Android, macOS, Linux"
MXGP3 - The Official Motocross Videogame,Vehicle,Male,2.6,2017,27GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Jet Car Stunts,Vehicle,Male,3.2,2009,26GB,"PC, Xbox One, iOS, Android, Xbox 360, PlayStation 3, PS Vita"
Road Rash (1996),Vehicle,Male,4.2,1996,42GB,"PC, PlayStation, SEGA Saturn, 3DO"
BAJA: Edge of Control HD,Vehicle,Female,3.0,2008,11GB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
Sledgehammer / Gear Grinder,Vehicle,Female,2.7,2014,7145MB,PC
Wolf Simulator,Vehicle,Male,2.1,2014,57GB,"PC, iOS"
Sonic Riders,Vehicle,Female,3.8,2006,19GB,"PC, Xbox, PlayStation 2, GameCube"
Sonic & SEGA Racing,Vehicle,Both,3.8,2010,5577MB,"PC, iOS, Android, Nintendo DS, macOS, Xbox 360, PlayStation 3, Wii"
Team Racing League,Vehicle,Female,0.0,2017,9GB,PC
LocoCycle,Vehicle,Female,3.1,2013,1926MB,"PC, Xbox One, Xbox 360"
Giana Sisters: Dream Runners,Vehicle,Both,2.4,2015,125GB,"PC, Xbox One, PlayStation 4"
RIDE 4,Vehicle,Both,3.2,2020,110GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Grapple,Vehicle,Male,3.7,2015,6073MB,PC
RIDE 3,Vehicle,Female,2.8,2018,20GB,"PC, Xbox One, PlayStation 4"
80'S OVERDRIVE,Vehicle,Both,0.0,2017,132GB,"PC, Nintendo Switch, Nintendo 3DS"
Nickelodeon Kart Racers 2: Grand Prix,Vehicle,Female,3.3,2020,4815MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Racecar.io,Vehicle,Both,0.0,2016,53GB,"PC, iOS, macOS"
WALL-E: The Video Game,Vehicle,Female,3.7,2008,1651MB,"PC, Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
Inertial Drift,Vehicle,Male,3.0,2020,99GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
F1 Manager 2022,Vehicle,Male,3.4,2022,34GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Disney•Pixar Cars 2: The Video Game,Vehicle,Male,3.0,2011,4833MB,"PC, Nintendo 3DS, Nintendo DS, macOS, Xbox 360, PlayStation 3, PS Vita, PSP, Wii"
Battle Riders,Vehicle,Female,0.0,2014,2676MB,"PC, iOS"
OmniBus,Vehicle,Female,3.1,2016,7845MB,"PC, macOS, Linux"
Car Parking Multiplayer,Vehicle,Male,4.3,2018,3914MB,iOS
Diddy Kong Racing,Vehicle,Male,4.2,1997,5974MB,Nintendo 64
Drift86,Vehicle,Both,3.6,2019,121GB,PC
Titan Chaser,Vehicle,Both,3.1,2021,19GB,"PC, Xbox One, PlayStation 4"
Fromto,Vehicle,Female,0.0,Unknown,62GB,PC
Supersonic Acrobatic Rocket-Powered Battle-Cars,Vehicle,Female,3.4,2008,134GB,PlayStation 3
Beavers Be Dammed,Vehicle,Both,0.0,Unknown,69GB,"PC, macOS"
Rage of Car Force: Car Crashing Games,Vehicle,Female,0.0,2020,7728MB,PC
PANZER BALL,Vehicle,Female,0.0,2020,86GB,PC
FLASHOUT 3D: Enhanced Edition,Vehicle,Female,0.0,2022,5251MB,PC
Street Legal Racing: Redline v2.3.1,Vehicle,Both,4.0,2016,5341MB,PC
Tunnel B1,Vehicle,Male,3.0,1996,6974MB,"PC, PlayStation, SEGA Saturn"
WRC 9 FIA World Rally Championship,Vehicle,Female,3.9,2020,8GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Mario Kart: Super Circuit (2001),Vehicle,Female,3.8,2001,3641MB,Game Boy Advance
Road Dogs,Vehicle,Female,0.0,2017,15GB,"PC, macOS, Linux"
VR Regatta - The Sailing Game,Vehicle,Both,0.0,2016,66GB,PC
F-Zero,Vehicle,Female,4.0,1990,1294MB,SNES
Ducati World Championship,Vehicle,Both,0.0,2007,122GB,PC
WRC 10 FIA World Rally Championship,Vehicle,Female,3.2,2021,53GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Time Loader,Vehicle,Both,4.0,2021,1390MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
MiniDrivers,Vehicle,Male,0.0,2015,5760MB,"PC, macOS"
My Paper Boat,Vehicle,Both,0.0,2015,85GB,"PC, macOS"
Forza Motorsport,Vehicle,Both,3.5,2023,119GB,"PC, Xbox Series S/X"
Antigraviator,Vehicle,Both,2.2,2018,3421MB,"PC, Xbox One, PlayStation 4"
StuntMANIA Reloaded,Vehicle,Male,0.0,2014,24GB,"PC, macOS"
FPV Drone Simulator,Vehicle,Female,0.0,2017,42GB,PC
Barro 2021,Vehicle,Both,0.0,Unknown,53GB,PC
Drift Horizon Online,Vehicle,Both,2.6,2017,75GB,"PC, iOS"
RC Mini Racers,Vehicle,Both,0.0,2015,2078MB,"PC, macOS"
Nash Racing,Vehicle,Both,1.6,2017,96GB,PC
Just Get Through,Vehicle,Female,0.0,2015,6883MB,PC
Viking's drakkars,Vehicle,Female,2.3,2018,148GB,PC
Totally Unbalanced,Vehicle,Both,0.0,2016,73GB,"PC, macOS"
Carmageddon: Reincarnation,Vehicle,Both,4.1,2015,4525MB,PC
SEGA Rally,Vehicle,Both,3.5,2007,40GB,"PC, Xbox 360, PlayStation 3, PSP"
MegaRace 1,Vehicle,Male,2.7,1993,5319MB,"PC, macOS"
SEQUENCE STORM,Vehicle,Female,0.0,Unknown,830MB,PC
Real World Racing,Vehicle,Male,1.9,2013,24GB,PC
Metal Carnage,Vehicle,Both,0.0,2016,142GB,"PC, macOS"
STARUSHKO LUB,Vehicle,Male,1.6,2016,1635MB,PC
Ride 2,Vehicle,Both,3.6,2016,1131MB,"PC, Xbox One, PlayStation 4"
MX vs. ATV Unleashed,Vehicle,Both,4.0,2006,85GB,"PC, PlayStation 4, Xbox, PlayStation 2, PSP"
Rail Adventures - VR Tech Demo,Vehicle,Male,0.0,2016,6337MB,PC
Cel Damage HD,Vehicle,Male,3.4,2014,146GB,"Xbox One, PlayStation 4, Nintendo Switch, PlayStation 3, PS Vita"
Rustler: Prologue,Vehicle,Male,0.0,2020,10GB,PC
To The Top,Vehicle,Both,3.9,2017,7973MB,"PC, PlayStation 4, macOS"
Drift GEAR Racing Free,Vehicle,Both,0.0,2016,52GB,PC
RIDGE RACER (2012),Vehicle,Female,3.8,2011,20GB,PS Vita
Incline,Vehicle,Male,0.0,2017,3908MB,PC
Shark Simulator,Vehicle,Male,1.2,2014,29GB,"PC, iOS"
DRIFT21 / DRIFTCE,Vehicle,Female,0.0,2018,6485MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Super Laser Racer,Vehicle,Male,2.0,2009,5609MB,PC
Roadclub: League Racing,Vehicle,Both,0.0,2017,27GB,PC
LASERS,Vehicle,Both,0.0,2024,81GB,PC
Formula E powered by Virtually Live,Vehicle,Male,0.0,2017,6730MB,PC
18 Wheels of Steel: American Long Haul,Vehicle,Male,3.5,2007,128GB,PC
Truck World: Driving School,Vehicle,Male,2.0,2023,785MB,PC
Colin McRae Rally (1998),Vehicle,Male,4.1,1998,656MB,"PC, PlayStation, Game Boy"
Dakar 18,Vehicle,Female,3.2,2018,7593MB,"PC, Xbox One, PlayStation 4"
Zimbo,Vehicle,Male,0.0,2018,37GB,PC
Madness,Vehicle,Male,0.0,2016,7514MB,PC
MiniBikers,Vehicle,Both,0.0,2015,3919MB,"PC, macOS"
FIRST STEAM GAME VHS - COLOR RETRO RACER: MILES CHALLENGE,Vehicle,Both,0.0,2017,5GB,PC
Drift (Over) Drive,Vehicle,Female,2.0,2017,6887MB,PC
Road Fighter,Vehicle,Both,3.9,1984,5770MB,"PC, Wii U, Wii, NES"
Pacer,Vehicle,Both,2.9,2015,81GB,"PC, Xbox One, PlayStation 4"
All-Star Fruit Racing,Vehicle,Both,3.4,2017,2675MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Wheel Riders Online,Vehicle,Female,0.0,2017,4389MB,PC
F-Zero GX,Vehicle,Both,4.4,2003,105GB,GameCube
Aftermath,Vehicle,Female,0.0,2010,2800MB,"PC, iOS"
FIA European Truck Racing Championship,Vehicle,Both,0.0,2019,44GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
The Collider,Vehicle,Both,2.8,2014,72GB,"PC, Android, macOS, Linux"
Trials Rising - Open Beta,Vehicle,Female,2.5,2019,3387MB,PC
WRC Powerslide,Vehicle,Female,2.8,2013,97GB,"PC, PlayStation 3"
Hamster Playground,Vehicle,Both,0.0,2022,90GB,"PC, macOS, Linux, Web"
Subterra,Vehicle,Male,0.0,2016,31GB,PC
STCC: The Game,Vehicle,Female,0.0,2008,99GB,PC
Overpass(2020),Vehicle,Male,2.4,2020,6289MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Burnout Crash!,Vehicle,Male,3.3,2011,3003MB,"iOS, Xbox 360, PlayStation 3"
Off-Road Super Racing,Vehicle,Female,0.0,2016,5769MB,"PC, macOS"
Faceted Flight,Vehicle,Male,0.0,2016,92GB,PC
Crash Wheels,Vehicle,Male,0.0,2016,4166MB,PC
Turbo Tunnel,Vehicle,Both,0.0,2018,2784MB,PC
Jected - Rivals,Vehicle,Female,0.0,2023,14GB,PC
Circuit Superstars,Vehicle,Female,3.8,2021,3015MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Beach Buggy Racing,Vehicle,Female,3.5,2014,11GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android"
Ridge Racer 6,Vehicle,Female,3.7,2010,1988MB,Xbox 360
Blonde Driver,Vehicle,Male,2.1,2018,87GB,PC
Ludicrous Speed,Vehicle,Male,0.0,2018,7190MB,PC
Moto Racer,Vehicle,Male,4.0,1997,105GB,"PC, PlayStation"
GI Racing 2.0,Vehicle,Male,0.0,2016,23GB,PC
Crazy Buggy Racing,Vehicle,Both,0.0,2017,31GB,PC
Avem33,Vehicle,Both,0.0,2017,4936MB,PC
Boiling Point: Road to Hell,Vehicle,Both,3.5,2005,132GB,PC
RC Plane 3,Vehicle,Both,0.0,2015,3001MB,"PC, iOS, macOS"
Rage Runner,Vehicle,Both,0.0,2014,6540MB,"PC, macOS"
Obliteracers,Vehicle,Female,2.8,2016,5973MB,"PC, Xbox One, PlayStation 4"
Juiced 2: Hot Import Nights,Vehicle,Both,3.2,2007,3732MB,"PC, Nintendo DS, PlayStation 3, PlayStation 2"
Crash Tag Team Racing,Vehicle,Male,3.9,2005,7578MB,"Xbox, PlayStation 2, PSP, GameCube"
Survival Driver,Vehicle,Both,0.0,2017,65GB,PC
MotoGP 17,Vehicle,Male,2.8,2017,8GB,"PC, Xbox One, PlayStation 4"
DRIVECLUB VR,Vehicle,Male,3.4,2016,45GB,PlayStation 4
Mindball Play,Vehicle,Both,0.0,2016,80GB,"PC, Nintendo Switch"
Mario Kart Tour,Vehicle,Male,2.9,2019,106GB,"iOS, Android"
The Crew: Motorfest,Vehicle,Female,3.8,2023,1156MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Bang Bang Car,Vehicle,Both,0.0,2017,7106MB,PC
Mortifero Motus,Vehicle,Both,1.5,2017,100GB,PC
CrazyCars3D,Vehicle,Male,0.0,2016,45GB,"PC, macOS, Linux"
Monster Truck Championship,Vehicle,Female,0.0,2020,103GB,"PC, PlayStation 5, Xbox One, PlayStation 4"
Disney•Pixar Cars Mater-National Championship,Vehicle,Both,4.0,2007,125GB,"PC, Nintendo DS, Xbox 360, Wii"
KRUNCH,Vehicle,Female,0.0,2014,3336MB,"PC, macOS"
Qvadriga,Vehicle,Female,0.0,2014,77GB,"PC, iOS"
SSX Tricky,Vehicle,Both,4.4,2001,5652MB,"Xbox, PlayStation 2, GameCube, Game Boy Advance"
Redout 2,Vehicle,Female,2.5,2022,100GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Dash Dash Run!,Vehicle,Female,0.0,2017,145GB,PC
Smash Cars,Vehicle,Female,2.5,2009,7949MB,"PC, PlayStation 3"
VR Triber,Vehicle,Both,0.0,2017,133GB,PC
FORWARD,Vehicle,Female,0.0,2018,79GB,PC
Archery Practice VR,Vehicle,Both,1.6,2017,102GB,PC
EV3 - Drag Racing,Vehicle,Male,0.0,2018,52GB,"PC, macOS"
Over the Hedge,Vehicle,Both,3.7,2006,3865MB,"PC, Nintendo DS, Xbox, PlayStation 2, GameCube, Game Boy Advance"
The Blue Box,Vehicle,Male,0.0,2018,80GB,PC
SSX 3,Vehicle,Female,4.4,2003,6795MB,"Xbox One, Xbox 360, Xbox, PlayStation 2, GameCube"
The Crypts of Anak Shaba - VR,Vehicle,Both,2.1,2016,3760MB,PC
Dakar Desert Rally,Vehicle,Male,3.0,2022,14GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Monster Jam Battlegrounds,Vehicle,Both,0.0,2015,24GB,"PC, iOS, Xbox 360, PlayStation 3"
Space Warp,Vehicle,Female,0.0,2014,7000MB,"PC, macOS"
Shining Jump Jump,Vehicle,Female,0.0,2022,7710MB,"PC, Web"
Crash Nitro Kart,Vehicle,Female,3.9,2003,116GB,"Xbox, PlayStation 2, GameCube, Game Boy Advance"
MegaRace 3,Vehicle,Both,2.4,2001,2240MB,"PC, macOS"
Resume: The Video Game,Vehicle,Female,0.0,2018,63GB,PC
UNDERGROUND CLUB 2018,Vehicle,Male,0.0,Unknown,85GB,PC
Blackwater Bayou VR,Vehicle,Male,2.0,2017,28GB,PC
ZombieCarz,Vehicle,Female,1.9,2016,71GB,PC
TrackMania United,Vehicle,Female,4.0,2006,2486MB,PC
Eight Mini Racers,Vehicle,Male,0.0,2016,10GB,PC
Chicken Rider,Vehicle,Both,0.0,2018,69GB,"PC, Nintendo Switch, iOS, Android, macOS"
Initial Drift Online,Vehicle,Male,2.4,2020,6163MB,PC
PIXEL DRIFT,Vehicle,Both,0.0,2018,6238MB,PC
Calibre 10 Racing,Vehicle,Both,0.0,2014,79GB,PC
Car Crash Couch Party,Vehicle,Both,0.0,2018,1896MB,PC
Power Hover,Vehicle,Male,0.0,2015,5342MB,"PC, iOS, macOS"
Savage Offroad,Vehicle,Both,0.0,2017,83GB,PC
Battle Test: A Nissan Rogue 360° VR Experience,Vehicle,Female,0.0,2017,116GB,PC
Gran Turismo 3: A-Spec,Vehicle,Male,4.4,2001,11GB,PlayStation 2
RacetronicVR,Vehicle,Female,0.0,Unknown,135GB,PC
P-Walker's Simulation,Vehicle,Female,0.0,2017,52GB,PC
大逃亡专家/Escape Expert,Vehicle,Both,0.0,Unknown,3925MB,PC
Crash Drive 3,Vehicle,Male,0.0,2021,112GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, macOS, Linux"
Riding to Bounce City,Vehicle,Both,0.0,2022,1551MB,PC
Acro FS,Vehicle,Male,0.0,2018,144GB,PC
MXGP2 - The Official Motocross Videogame,Vehicle,Both,0.0,2016,5668MB,"PC, PlayStation 4"
Fast & Furious Crossroads,Vehicle,Male,1.5,2020,1507MB,"PC, Xbox One, PlayStation 4"
XL1-ClippingPoint,Vehicle,Both,0.0,2018,2472MB,PC
FinalFire,Vehicle,Both,0.0,2018,3184MB,PC
Mad Hunter,Vehicle,Both,1.8,2016,100GB,PC
MX vs. ATV Supercross Encore,Vehicle,Female,0.0,2015,114GB,"PC, Xbox One, PlayStation 4"
Degrees,Vehicle,Male,2.4,2018,4244MB,PC
Cross Country Skiing VR,Vehicle,Female,0.0,2018,119GB,PC
Cyber Surf,Vehicle,Female,0.0,2018,7430MB,"PC, Android"
Kirby Air Ride,Vehicle,Female,4.3,2003,148GB,GameCube
